Name,Cuisine,Location,Rating,Price,City,Page
Exotica,"Banjara Hills, Hyderabad",View All(2) Outlets,4.202,1500.0,hyderabad,1
"Banjara Hills, Hyderabad",View All(2) Outlets,Multicuisine,4.202,1500.0,hyderabad,1
The Bun-Wigi,"Banjara Hills, Hyderabad","European, Pan Asian, Continental",4.202,800.0,hyderabad,1
"Banjara Hills, Hyderabad","European, Pan Asian, Continental",₹800 for two,4.202,800.0,hyderabad,1
Fuel Cafe,"Banjara Hills, Hyderabad",Cafe,4.202,800.0,hyderabad,1
"Banjara Hills, Hyderabad",Cafe,₹800 for two,4.202,800.0,hyderabad,1
7 Sisters,"Banjara Hills, Hyderabad",View All(4) Outlets,4.202,700.0,hyderabad,1
"Banjara Hills, Hyderabad",View All(4) Outlets,North Eastern,4.202,700.0,hyderabad,1
Habitat Cafe,"Banjara Hills, Hyderabad",Multicuisine,4.202,1200.0,hyderabad,1
"Banjara Hills, Hyderabad",Multicuisine,₹1200 for two,4.202,1200.0,hyderabad,1
A'La Liberty,"Banjara Hills, Hyderabad","Indian, European",4.202,1300.0,hyderabad,1
"Banjara Hills, Hyderabad","Indian, European",₹1300 for two,4.202,1300.0,hyderabad,1
Hibacci,"Banjara Hills, Hyderabad",Multicuisine,4.202,1250.0,hyderabad,1
"Banjara Hills, Hyderabad",Multicuisine,₹1250 for two,4.202,1250.0,hyderabad,1
Namchi - Fusion Of Taste Buds,"Banjara Hills, Hyderabad",Indian,4.202,1000.0,hyderabad,1
"Banjara Hills, Hyderabad",Indian,₹1000 for two,4.202,1000.0,hyderabad,1
Amyra Cafe & Kitchen,"Banjara Hills, Hyderabad",North Indian,4.202,700.0,hyderabad,1
"Banjara Hills, Hyderabad",North Indian,₹700 for two,4.202,700.0,hyderabad,1
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,1
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,1
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,1
Bar 41,"Radisson Blu Plaza Hotel, Hyderabad","Finger Food, Cocktail Menu",4.202,2000.0,hyderabad,2
"Radisson Blu Plaza Hotel, Hyderabad","Finger Food, Cocktail Menu",₹2000 for two,4.202,2000.0,hyderabad,2
Ohri's Eatmor,"Banjara Hills, Hyderabad",View All(5) Outlets,4.202,1200.0,hyderabad,2
"Banjara Hills, Hyderabad",View All(5) Outlets,Multicuisine,4.202,1200.0,hyderabad,2
Holy Basil,"Radisson Blu Plaza Hotel, Hyderabad",Pan Asian,4.202,1200.0,hyderabad,2
"Radisson Blu Plaza Hotel, Hyderabad",Pan Asian,₹1200 for two,4.202,1200.0,hyderabad,2
Chill and Terrace,"Radisson Blu Plaza Hotel, Hyderabad","Indian, European",4.202,1500.0,hyderabad,2
"Radisson Blu Plaza Hotel, Hyderabad","Indian, European",₹1500 for two,4.202,1500.0,hyderabad,2
Hummus House,"Road No. 12, Banjara Hills, Hyderabad",Mediterranean,4.202,1100.0,hyderabad,2
"Road No. 12, Banjara Hills, Hyderabad",Mediterranean,₹1100 for two,4.202,1100.0,hyderabad,2
Imli Sarai,"Banjara Hills, Hyderabad",European,4.202,1800.0,hyderabad,2
"Banjara Hills, Hyderabad",European,₹1800 for two,4.202,1800.0,hyderabad,2
Mazuri Cafe,"Banjara Hills, Hyderabad","Multicuisine, European",4.202,1000.0,hyderabad,2
"Banjara Hills, Hyderabad","Multicuisine, European",₹1000 for two,4.202,1000.0,hyderabad,2
La Pino'z Pizza,"Road No. 12, Banjara Hills, Hyderabad",View All(2) Outlets,4.202,400.0,hyderabad,2
"Road No. 12, Banjara Hills, Hyderabad",View All(2) Outlets,"Italian, Pizza",4.202,400.0,hyderabad,2
Kasuall,"Somajiguda, Hyderabad",Multicuisine,4.202,1200.0,hyderabad,2
"Somajiguda, Hyderabad",Multicuisine,₹1200 for two,4.202,1200.0,hyderabad,2
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,2
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,2
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,2
Rasa by Ashoka,"Best Western Ashoka, Hyderabad",Indian,4.202,1500.0,hyderabad,3
"Best Western Ashoka, Hyderabad",Indian,₹1500 for two,4.202,1500.0,hyderabad,3
Promenade,"Aditya Park, Hyderabad",Multicuisine,4.202,1000.0,hyderabad,3
"Aditya Park, Hyderabad",Multicuisine,₹1000 for two,4.202,1000.0,hyderabad,3
Chef Inam's Steak House,"Banjara Hills, Hyderabad","American, Barbeque",4.202,1800.0,hyderabad,3
"Banjara Hills, Hyderabad","American, Barbeque",₹1800 for two,4.202,1800.0,hyderabad,3
Pakka Local,"Road No. 7, Banjara Hills, Hyderabad",View All(4) Outlets,4.202,1200.0,hyderabad,3
"Road No. 7, Banjara Hills, Hyderabad",View All(4) Outlets,Multicuisine,4.202,1200.0,hyderabad,3
The Octagon Cafe,"Banjara Hills, Hyderabad",European,4.202,1600.0,hyderabad,3
"Banjara Hills, Hyderabad",European,₹1600 for two,4.202,1600.0,hyderabad,3
Aqua,"The Park, Hyderabad","Finger Food, Cocktail Menu",4.202,2500.0,hyderabad,3
"The Park, Hyderabad","Finger Food, Cocktail Menu",₹2500 for two,4.202,2500.0,hyderabad,3
ZYTHUM Brewing Co.,"Jubilee Hills, Hyderabad",Multicuisine,4.202,2500.0,hyderabad,3
"Jubilee Hills, Hyderabad",Multicuisine,₹2500 for two,4.202,2500.0,hyderabad,3
Harry's The Pub,"Aditya Park, Hyderabad","Finger Food, Cocktail Menu",4.202,1400.0,hyderabad,3
"Aditya Park, Hyderabad","Finger Food, Cocktail Menu",₹1400 for two,4.202,1400.0,hyderabad,3
Flurys,"Road No. 7, Banjara Hills, Hyderabad",View All(2) Outlets,4.202,1000.0,hyderabad,3
"Road No. 7, Banjara Hills, Hyderabad",View All(2) Outlets,Bakery,4.202,1000.0,hyderabad,3
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,3
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,3
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,3
Ohri's Cake Nation,"Banjara Hills, Hyderabad",View All(10) Outlets,4.202,800.0,hyderabad,4
"Banjara Hills, Hyderabad",View All(10) Outlets,Bakery,4.202,800.0,hyderabad,4
Alfi's Kitchen,"Banjara Hills, Hyderabad",Bakery,4.202,300.0,hyderabad,4
"Banjara Hills, Hyderabad",Bakery,₹300 for two,4.202,300.0,hyderabad,4
By The Bay,"Necklace Road, Hyderabad","Cocktail Menu, Multicuisine",4.202,1200.0,hyderabad,4
"Necklace Road, Hyderabad","Cocktail Menu, Multicuisine",₹1200 for two,4.202,1200.0,hyderabad,4
Rium Cafe,"Banjara Hills, Hyderabad","Chinese, Continental",4.202,1200.0,hyderabad,4
"Banjara Hills, Hyderabad","Chinese, Continental",₹1200 for two,4.202,1200.0,hyderabad,4
Verandah,"The Park, Hyderabad",Multicuisine,4.202,2500.0,hyderabad,4
"The Park, Hyderabad",Multicuisine,₹2500 for two,4.202,2500.0,hyderabad,4
Paneer palace Fine Dine Restaurant,"Banjara Hills, Hyderabad","North Indian, Chinese",4.202,800.0,hyderabad,4
"Banjara Hills, Hyderabad","North Indian, Chinese",₹800 for two,4.202,800.0,hyderabad,4
Lemerian Workin Cafe,"Road No. 12, Banjara Hills, Hyderabad",Multicuisine,4.202,800.0,hyderabad,4
"Road No. 12, Banjara Hills, Hyderabad",Multicuisine,₹800 for two,4.202,800.0,hyderabad,4
Cayenne,Mercure Hyderabad KCP,Multicuisine,4.202,2000.0,hyderabad,4
Mercure Hyderabad KCP,Multicuisine,₹2000 for two,4.202,2000.0,hyderabad,4
Blu Café Lounge,"Radisson Blu Plaza Hotel, Hyderabad","Bakery, Cafe",4.202,900.0,hyderabad,4
"Radisson Blu Plaza Hotel, Hyderabad","Bakery, Cafe",₹900 for two,4.202,900.0,hyderabad,4
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,4
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,4
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,4
Bourbon & Breeze,"Banjara Hills, Hyderabad",Multicuisine,4.202,1600.0,hyderabad,5
"Banjara Hills, Hyderabad",Multicuisine,₹1600 for two,4.202,1600.0,hyderabad,5
Rika- Asian Bar & Kitchen-Park Hyatt,"Park Hyatt, Hyderabad","Japanese, Asian",4.202,3000.0,hyderabad,5
"Park Hyatt, Hyderabad","Japanese, Asian",₹3000 for two,4.202,3000.0,hyderabad,5
Masala Republic by Dadu's,"Banjara Hills, Hyderabad",View All(6) Outlets,4.202,1100.0,hyderabad,5
"Banjara Hills, Hyderabad",View All(6) Outlets,Multicuisine,4.202,1100.0,hyderabad,5
Hard Rock Cafe,"GVK One Mall, Banjara Hills",Multicuisine,4.202,1800.0,hyderabad,5
"GVK One Mall, Banjara Hills",Multicuisine,₹1800 for two,4.202,1800.0,hyderabad,5
Tiga,The Leela Hyderabad,Pan Asian,4.202,3500.0,hyderabad,5
The Leela Hyderabad,Pan Asian,₹3500 for two,4.202,3500.0,hyderabad,5
Aish,"The Park, Hyderabad","Indian, South Indian",4.202,2400.0,hyderabad,5
"The Park, Hyderabad","Indian, South Indian",₹2400 for two,4.202,2400.0,hyderabad,5
Wow! China Bistro,"Banjara Hills, Hyderabad",View All(8) Outlets,4.202,600.0,hyderabad,5
"Banjara Hills, Hyderabad",View All(8) Outlets,Chinese,4.202,600.0,hyderabad,5
The Waterfront Bar & Grill,"Necklace Road, Hyderabad","Indian, Chinese",4.202,1200.0,hyderabad,5
"Necklace Road, Hyderabad","Indian, Chinese",₹1200 for two,4.202,1200.0,hyderabad,5
Ice N Spice,Hotel Inner Circle,"North Indian, South Indian",4.202,750.0,hyderabad,5
Hotel Inner Circle,"North Indian, South Indian",₹750 for two,4.202,750.0,hyderabad,5
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,5
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,5
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,5
Spice It,"Ibis Hotel, Hyderabad",Indian,4.202,2400.0,hyderabad,6
"Ibis Hotel, Hyderabad",Indian,₹2400 for two,4.202,2400.0,hyderabad,6
Kabul Darbar,"Tolichowki, Hyderabad","Arabian, Afghani",4.202,1000.0,hyderabad,6
"Tolichowki, Hyderabad","Arabian, Afghani",₹1000 for two,4.202,1000.0,hyderabad,6
Sura Delice Restaurant,"Banjara Hills, Hyderabad","North Indian, Chinese, Continental",4.202,1200.0,hyderabad,6
"Banjara Hills, Hyderabad","North Indian, Chinese, Continental",₹1200 for two,4.202,1200.0,hyderabad,6
Palace Heights,"Road No. 12, Banjara Hills, Hyderabad",Multicuisine,4.202,1500.0,hyderabad,6
"Road No. 12, Banjara Hills, Hyderabad",Multicuisine,₹1500 for two,4.202,1500.0,hyderabad,6
Melange,The Golkonda Hotel,Multicuisine,4.202,2200.0,hyderabad,6
The Golkonda Hotel,Multicuisine,₹2200 for two,4.202,2200.0,hyderabad,6
Tre-Forni-Italian-Park Hyatt,"Park Hyatt, Hyderabad","Pizza, Italian",4.202,4000.0,hyderabad,6
"Park Hyatt, Hyderabad","Pizza, Italian",₹4000 for two,4.202,4000.0,hyderabad,6
The Lal Street,"Gachibowli, Hyderabad",Club Cuisine,4.202,1900.0,hyderabad,6
"Gachibowli, Hyderabad",Club Cuisine,₹1900 for two,4.202,1900.0,hyderabad,6
Kuchipudi,"Katriya Hotels, Hyderabad",South Indian,4.202,1000.0,hyderabad,6
"Katriya Hotels, Hyderabad",South Indian,₹1000 for two,4.202,1000.0,hyderabad,6
White Hart - Punjagutta,"Punjagutta, Hyderabad",Finger Food,4.202,1800.0,hyderabad,6
"Punjagutta, Hyderabad",Finger Food,₹1800 for two,4.202,1800.0,hyderabad,6
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,6
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,6
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,6
Tulips,Hotel GreenPark,Multicuisine,4.202,1500.0,hyderabad,7
Hotel GreenPark,Multicuisine,₹1500 for two,4.202,1500.0,hyderabad,7
AB's - Absolute Barbecues,"Road No. 1, Banjara Hills, Hyderabad",View All(11) Outlets,4.202,1850.0,hyderabad,7
"Road No. 1, Banjara Hills, Hyderabad",View All(11) Outlets,"Barbeque, Multicuisine",4.202,1850.0,hyderabad,7
Raise The Bar,"Gachibowli, Hyderabad",Multicuisine,4.202,2000.0,hyderabad,7
"Gachibowli, Hyderabad",Multicuisine,₹2000 for two,4.202,2000.0,hyderabad,7
Rayalaseema Ruchulu,"Ameerpet, Hyderabad",View All(4) Outlets,4.202,800.0,hyderabad,7
"Ameerpet, Hyderabad",View All(4) Outlets,"Andhra, South Indian",4.202,800.0,hyderabad,7
Vedham Pure Vegetarian Restaurant,"Gachibowli, Hyderabad",South Indian,4.202,900.0,hyderabad,7
"Gachibowli, Hyderabad",South Indian,₹900 for two,4.202,900.0,hyderabad,7
Bikanervala,"Bikanervala Boutique, Hyderabad",View All(3) Outlets,4.202,1200.0,hyderabad,7
"Bikanervala Boutique, Hyderabad",View All(3) Outlets,Multicuisine,4.202,1200.0,hyderabad,7
Angry Sardar,"Banjara Hills, Hyderabad","Chinese, North Indian",4.202,2000.0,hyderabad,7
"Banjara Hills, Hyderabad","Chinese, North Indian",₹2000 for two,4.202,2000.0,hyderabad,7
The Terrace,Mercure Hyderabad KCP,Multicuisine,4.202,1800.0,hyderabad,7
Mercure Hyderabad KCP,Multicuisine,₹1800 for two,4.202,1800.0,hyderabad,7
Paradise Biryani - A Legend since 1953,"Secunderabad, Hyderabad",View All(24) Outlets,4.202,800.0,hyderabad,7
"Secunderabad, Hyderabad",View All(24) Outlets,Biryani,4.202,800.0,hyderabad,7
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,7
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,7
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,7
Nomme Kitchen & Coffee Theatre,"Banjara Hills, Hyderabad",Multicuisine,4.202,1000.0,hyderabad,8
"Banjara Hills, Hyderabad",Multicuisine,₹1000 for two,4.202,1000.0,hyderabad,8
Little Italy,"Jubilee Hills, Hyderabad",View All(4) Outlets,4.202,1500.0,hyderabad,8
"Jubilee Hills, Hyderabad",View All(4) Outlets,"Italian, Mexican",4.202,1500.0,hyderabad,8
Barbeque Nation,"Road No. 1, Banjara Hills, Hyderabad",View All(16) Outlets,4.202,2000.0,hyderabad,8
"Road No. 1, Banjara Hills, Hyderabad",View All(16) Outlets,"Multicuisine, Barbeque",4.202,2000.0,hyderabad,8
Zega,Sheraton Hyderabad Hotel,"Sushi, Pan Asian, Asian",4.202,3000.0,hyderabad,8
Sheraton Hyderabad Hotel,"Sushi, Pan Asian, Asian",₹3000 for two,4.202,3000.0,hyderabad,8
63 Degree Modern Regional Buffet,"Gachibowli, Hyderabad",Regional Indian,4.202,2900.0,hyderabad,8
"Gachibowli, Hyderabad",Regional Indian,₹2900 for two,4.202,2900.0,hyderabad,8
Once Upon A Time,Hotel GreenPark,Indian,4.202,2000.0,hyderabad,8
Hotel GreenPark,Indian,₹2000 for two,4.202,2000.0,hyderabad,8
Kinara Grand,"Ameerpet, Hyderabad",Multicuisine,4.202,1000.0,hyderabad,8
"Ameerpet, Hyderabad",Multicuisine,₹1000 for two,4.202,1000.0,hyderabad,8
TOS Club,Hotel Vinflora Residency,Multicuisine,4.202,1200.0,hyderabad,8
Hotel Vinflora Residency,Multicuisine,₹1200 for two,4.202,1200.0,hyderabad,8
Crazy Frog Lounge & Bar,"Hotel Vinflora Residency, Hyderabad","Chinese, South Indian",4.202,1000.0,hyderabad,8
"Hotel Vinflora Residency, Hyderabad","Chinese, South Indian",₹1000 for two,4.202,1000.0,hyderabad,8
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,8
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,8
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,8
24/7 Gallery Café,Hyatt Place Hyderabad Banjara Hills,Multicuisine,4.202,1500.0,hyderabad,9
Hyatt Place Hyderabad Banjara Hills,Multicuisine,₹1500 for two,4.202,1500.0,hyderabad,9
Urban Nemo Cafe In Garden,"Jubilee Hills, Hyderabad",Multicuisine,4.202,800.0,hyderabad,9
"Jubilee Hills, Hyderabad",Multicuisine,₹800 for two,4.202,800.0,hyderabad,9
Solcito,The Leela Hyderabad,Multicuisine,4.202,5000.0,hyderabad,9
The Leela Hyderabad,Multicuisine,₹5000 for two,4.202,5000.0,hyderabad,9
ZING - Sky Bar + Lounge,Hyatt Place Hyderabad Banjara Hills,Multicuisine,4.202,1500.0,hyderabad,9
Zouq,"Road No. 2, Banjara Hills, Hyderabad",Turkish,4.202,600.0,hyderabad,9
"Road No. 2, Banjara Hills, Hyderabad",Turkish,₹600 for two,4.202,600.0,hyderabad,9
Platform 65,"Dilsukhnagar, Hyderabad",View All(3) Outlets,4.202,800.0,hyderabad,9
"Dilsukhnagar, Hyderabad",View All(3) Outlets,Multicuisine,4.202,800.0,hyderabad,9
Post Card Global Tapas Bar,"Madhapur, Hyderabad",Tapas,4.202,1400.0,hyderabad,9
"Madhapur, Hyderabad",Tapas,₹1400 for two,4.202,1400.0,hyderabad,9
Feast,Sheraton Hyderabad Hotel,"Indian, Multicuisine, Western",4.202,2400.0,hyderabad,9
Sheraton Hyderabad Hotel,"Indian, Multicuisine, Western",₹2400 for two,4.202,2400.0,hyderabad,9
Seventh Heaven,"Panjagutta, Hyderabad",View All(2) Outlets,4.202,1500.0,hyderabad,9
"Panjagutta, Hyderabad",View All(2) Outlets,Multicuisine,4.202,1500.0,hyderabad,9
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,9
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,9
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,9
MoXa Kitchen,"Jubilee Hills, Hyderabad",Multicuisine,4.202,1300.0,hyderabad,10
"Jubilee Hills, Hyderabad",Multicuisine,₹1300 for two,4.202,1300.0,hyderabad,10
Roast CCX,"Banjara Hills, Hyderabad",View All(3) Outlets,4.202,1600.0,hyderabad,10
"Banjara Hills, Hyderabad",View All(3) Outlets,"Desserts, Asian, North Indian",4.202,1600.0,hyderabad,10
Cassia,"Hampshire Plaza Hotel, Hyderabad",Multicuisine,4.202,1200.0,hyderabad,10
"Hampshire Plaza Hotel, Hyderabad",Multicuisine,₹1200 for two,4.202,1200.0,hyderabad,10
Hydrate The Bar,"Hampshire Plaza Hotel, Hyderabad","Finger Food, Cocktail Menu",4.202,1100.0,hyderabad,10
"Hampshire Plaza Hotel, Hyderabad","Finger Food, Cocktail Menu",₹1100 for two,4.202,1100.0,hyderabad,10
Medley - Pure Vegetarian,"Jubilee Hills, Hyderabad",Multicuisine,4.202,1000.0,hyderabad,10
"Jubilee Hills, Hyderabad",Multicuisine,₹1000 for two,4.202,1000.0,hyderabad,10
Mandi King Elite Arabian Restaurant,"Tolichowki, Hyderabad",Arabian,4.202,1000.0,hyderabad,10
"Tolichowki, Hyderabad",Arabian,₹1000 for two,4.202,1000.0,hyderabad,10
Punjab Grill,"Inorbit Mall Cyberabad, Madhapur",View All(3) Outlets,4.202,1100.0,hyderabad,10
"Inorbit Mall Cyberabad, Madhapur",View All(3) Outlets,North Indian,4.202,1100.0,hyderabad,10
Minerva Coffee Shop,"Huda Techno Enclave, Hyderabad",View All(5) Outlets,4.202,1200.0,hyderabad,10
"Huda Techno Enclave, Hyderabad",View All(5) Outlets,Multicuisine,4.202,1200.0,hyderabad,10
TTeokBoKKi,"Gachibowli, Hyderabad","Japanese, Korean",4.202,1000.0,hyderabad,10
"Gachibowli, Hyderabad","Japanese, Korean",₹1000 for two,4.202,1000.0,hyderabad,10
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,10
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,10
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,10
Pi,"Hotel Avasa, Hyderabad",Multicuisine,4.202,2000.0,hyderabad,11
"Hotel Avasa, Hyderabad",Multicuisine,₹2000 for two,4.202,2000.0,hyderabad,11
Adi,The Leela Hyderabad,Multicuisine,4.202,2000.0,hyderabad,11
The Leela Hyderabad,Multicuisine,₹2000 for two,4.202,2000.0,hyderabad,11
Kismet,"The Park, Hyderabad","Cocktail Menu, Finger Food",4.202,3000.0,hyderabad,11
"The Park, Hyderabad","Cocktail Menu, Finger Food",₹3000 for two,4.202,3000.0,hyderabad,11
Kaapiya,"Nanakramguda, Hyderabad",European,4.202,600.0,hyderabad,11
"Nanakramguda, Hyderabad",European,₹600 for two,4.202,600.0,hyderabad,11
Heart Cup Coffee,"Kothaguda, Hyderabad",View All(3) Outlets,4.202,1500.0,hyderabad,11
"Kothaguda, Hyderabad",View All(3) Outlets,Multicuisine,4.202,1500.0,hyderabad,11
Insomnia,"Road No. 36, Jubilee Hills, Hyderabad","Finger Food, Cocktail Menu",4.202,1500.0,hyderabad,11
"Road No. 36, Jubilee Hills, Hyderabad","Finger Food, Cocktail Menu",₹1500 for two,4.202,1500.0,hyderabad,11
Alley 91 Bowling Bar,"Financial District, Hyderabad",Multicuisine,4.202,1800.0,hyderabad,11
"Financial District, Hyderabad",Multicuisine,₹1800 for two,4.202,1800.0,hyderabad,11
The Library Bar,The Leela Hyderabad,"Finger Food, Cocktail Menu",4.202,3500.0,hyderabad,11
The Leela Hyderabad,"Finger Food, Cocktail Menu",₹3500 for two,4.202,3500.0,hyderabad,11
EKAA - A Harmony Of Flavours,"Banjara Hills, Hyderabad",Multicuisine,4.202,800.0,hyderabad,11
"Banjara Hills, Hyderabad",Multicuisine,₹800 for two,4.202,800.0,hyderabad,11
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,11
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,11
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,11
La Sabroso,"Madhapur, Hyderabad","Italian, Multicuisine, Continental",4.202,1200.0,hyderabad,12
"Madhapur, Hyderabad","Italian, Multicuisine, Continental",₹1200 for two,4.202,1200.0,hyderabad,12
The Happy Yard Bar & Kitchen,"Jubilee Hills, Hyderabad",Multicuisine,4.202,1700.0,hyderabad,12
"Jubilee Hills, Hyderabad",Multicuisine,₹1700 for two,4.202,1700.0,hyderabad,12
Oraya Sky Lounge & Cafe,"Banjara Hills, Hyderabad",Indian,4.202,1500.0,hyderabad,12
"Banjara Hills, Hyderabad",Indian,₹1500 for two,4.202,1500.0,hyderabad,12
4 Note,Hyatt Hyderabad Gachibowli,"European, North Indian, oriental",4.202,2500.0,hyderabad,12
Hyatt Hyderabad Gachibowli,"European, North Indian, oriental",₹2500 for two,4.202,2500.0,hyderabad,12
Jewel of Nizam,The Golkonda Hotel,View All(1) Outlets,4.202,2200.0,hyderabad,12
The Golkonda Hotel,View All(1) Outlets,Indian,4.202,2200.0,hyderabad,12
Wisphot,"Punjagutta, Hyderabad",View All(8) Outlets,4.202,500.0,hyderabad,12
"Punjagutta, Hyderabad",View All(8) Outlets,Finger Food,4.202,500.0,hyderabad,12
Tiger Lily,"Jubilee Hills, Hyderabad","European, Pan Asian",4.202,2400.0,hyderabad,12
"Jubilee Hills, Hyderabad","European, Pan Asian",₹2400 for two,4.202,2400.0,hyderabad,12
Flavours,"Ameerpet, Hyderabad",₹800 for two,4.202,800.0,hyderabad,12
"Ameerpet, Hyderabad",₹800 for two,nan,4.202,800.0,hyderabad,12
Sattvam,"Road No. 2, Banjara Hills, Hyderabad",Multicuisine,4.202,4000.0,hyderabad,12
"Road No. 2, Banjara Hills, Hyderabad",Multicuisine,₹4000 for two,4.202,4000.0,hyderabad,12
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,12
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,12
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,12
Fiesta Multi Cuisine Restaurant,"Shamirpet, Hyderabad",Multicuisine,4.202,900.0,hyderabad,13
"Shamirpet, Hyderabad",Multicuisine,₹900 for two,4.202,900.0,hyderabad,13
Chirp,"Gachibowli, Hyderabad",Multicuisine,4.202,1000.0,hyderabad,13
"Gachibowli, Hyderabad",Multicuisine,₹1000 for two,4.202,1000.0,hyderabad,13
Arambam- Flavours Of South,"Madhapur, Hyderabad",View All(4) Outlets,4.202,350.0,hyderabad,13
"Madhapur, Hyderabad",View All(4) Outlets,Multicuisine,4.202,350.0,hyderabad,13
TGI Friday's,"Kukatpally, Hyderabad",Multicuisine,4.202,2500.0,hyderabad,13
"Kukatpally, Hyderabad",Multicuisine,₹2500 for two,4.202,2500.0,hyderabad,13
Dakshin Haveli,"Banjara Hills, Hyderabad",South Indian,4.202,400.0,hyderabad,13
"Banjara Hills, Hyderabad",South Indian,₹400 for two,4.202,400.0,hyderabad,13
Kenny's,"Nanakramguda, Hyderabad",Multicuisine,4.202,1200.0,hyderabad,13
"Nanakramguda, Hyderabad",Multicuisine,₹1200 for two,4.202,1200.0,hyderabad,13
7 Sisters,"Prism Mall, Gachibowli","Pan Asian, Himalyan",4.202,600.0,hyderabad,13
"Prism Mall, Gachibowli","Pan Asian, Himalyan",₹600 for two,4.202,600.0,hyderabad,13
Golden Pavilion,"Banjara Hills, Hyderabad",Multicuisine,4.202,1500.0,hyderabad,13
"Banjara Hills, Hyderabad",Multicuisine,₹1500 for two,4.202,1500.0,hyderabad,13
Sesame - Asian & Himalayan Cuisine,"Gachibowli, Hyderabad",Multicuisine,4.202,1200.0,hyderabad,13
"Gachibowli, Hyderabad",Multicuisine,₹1200 for two,4.202,1200.0,hyderabad,13
North Indian Restaurants Near Me,Chinese Restaurants Near Me,European Restaurants Near Me,4.202,1200.0,hyderabad,13
Ta.Ma.Sha. Veg Cafe Gunrock,"Secunderabad, Hyderabad",The Mandi Nation,4.202,1200.0,hyderabad,13
Barbeque Nation,16 Outlets,AB's - Absolute Barbecues,4.202,1200.0,hyderabad,13
